binary_acc,binary_f1,multi_acc,accuracy,macro_f1,weighted_f1,f1,precision,recall,auc,binary_auc,fold
0.9859,0.9472,0.9649,0.9649,0.4655,0.9710,0.9710,0.9815,0.9649,0.9990,0.9992,1
0.9865,0.9493,0.9682,0.9682,0.4926,0.9733,0.9733,0.9820,0.9682,0.9990,0.9992,2
0.9858,0.9467,0.9664,0.9664,0.4865,0.9724,0.9724,0.9828,0.9664,0.9986,0.9987,3
0.9853,0.9451,0.9647,0.9647,0.4743,0.9715,0.9715,0.9819,0.9647,0.9989,0.9991,4
0.9857,0.9463,0.9657,0.9657,0.4870,0.9722,0.9722,0.9822,0.9657,0.9991,0.9993,5
