binary_acc,binary_f1,multi_acc,accuracy,macro_f1,weighted_f1,f1,precision,recall,auc,binary_auc,fold
0.9844,0.9418,0.9659,0.9659,0.4870,0.9720,0.9720,0.9830,0.9659,0.9991,0.9993,1
0.9847,0.9430,0.9653,0.9653,0.4822,0.9715,0.9715,0.9822,0.9653,0.9990,0.9992,2
0.9849,0.9435,0.9610,0.9610,0.4374,0.9688,0.9688,0.9828,0.9610,0.9991,0.9993,3
0.9856,0.9462,0.9629,0.9629,0.4479,0.9698,0.9698,0.9829,0.9629,0.9991,0.9993,4
0.9855,0.9458,0.9660,0.9660,0.4740,0.9717,0.9717,0.9824,0.9660,0.9991,0.9993,5
