Model,Raw,MI,MI+KMeansSMOTE,PCA,PCA+KMeansSMOTE,MI+PCA,MI+PCA+KMeansSMOTE
HGB,0.9780,0.9768,0.9820,0.9704,0.9804,0.9749,0.9802
