binary_acc,binary_f1,multi_acc,accuracy,macro_f1,weighted_f1,f1,precision,recall,auc,binary_auc,fold
0.2070,0.0049,0.2051,0.2051,0.0341,0.0699,0.0699,0.0421,0.2051,0.5222,0.4904,1
0.2051,0.0000,0.2051,0.2051,0.0340,0.0698,0.0698,0.0421,0.2051,0.5340,0.5274,2
0.2051,0.0000,0.2051,0.2051,0.0340,0.0698,0.0698,0.0421,0.2051,0.5155,0.5035,3
0.2031,0.0000,0.2031,0.2031,0.0338,0.0686,0.0686,0.0413,0.2031,0.5383,0.5600,4
0.2031,0.0000,0.2031,0.2031,0.0338,0.0686,0.0686,0.0413,0.2031,0.5091,0.5167,5
