binary_acc,binary_f1,multi_acc,accuracy,macro_f1,weighted_f1,f1,precision,recall,auc,binary_auc,fold
0.7812,0.8767,0.0996,0.0996,0.0955,0.0871,0.0871,0.1332,0.0996,0.5133,0.4712,1
0.7910,0.8831,0.1016,0.1016,0.0946,0.0872,0.0872,0.1408,0.1016,0.4878,0.4575,2
0.7852,0.8794,0.0879,0.0879,0.0807,0.0693,0.0693,0.0977,0.0879,0.5247,0.4798,3
0.7578,0.8604,0.1035,0.1035,0.1005,0.0996,0.0996,0.1155,0.1035,0.4981,0.5472,4
0.7871,0.8806,0.0938,0.0938,0.0946,0.0858,0.0858,0.1094,0.0938,0.5241,0.5374,5
