binary_acc,binary_f1,multi_acc,accuracy,macro_f1,weighted_f1,f1,precision,recall,auc,binary_auc,fold
0.9831,0.9374,0.9592,0.9592,0.4192,0.9673,0.9673,0.9798,0.9592,0.9987,0.9990,1
0.9834,0.9385,0.9632,0.9632,0.4743,0.9698,0.9698,0.9811,0.9632,0.9986,0.9988,2
0.9839,0.9401,0.9576,0.9576,0.4093,0.9668,0.9668,0.9798,0.9576,0.9987,0.9990,3
0.9835,0.9387,0.9607,0.9607,0.4488,0.9681,0.9681,0.9814,0.9607,0.9988,0.9991,4
0.9839,0.9400,0.9576,0.9576,0.4042,0.9662,0.9662,0.9800,0.9576,0.9987,0.9989,5
