Model,Raw,MI,MI+KMeansSMOTE,PCA,PCA+KMeansSMOTE,MI+PCA,MI+PCA+KMeansSMOTE
LogReg,0.3919,0.3745,0.3793,0.3630,0.4252,0.3077,0.3306
