Model,Raw,MI,MI+KMeansSMOTE,PCA,PCA+KMeansSMOTE,MI+PCA,MI+PCA+KMeansSMOTE
LogReg,0.9916,0.9901,0.9880,0.9886,0.9909,0.9803,0.9870
