binary_acc,binary_f1,multi_acc,accuracy,macro_f1,weighted_f1,f1,precision,recall,auc,binary_auc,fold
0.7715,0.8699,0.0996,0.0996,0.0968,0.1003,0.1003,0.1313,0.0996,0.5004,0.5071,1
0.7891,0.8821,0.0977,0.0977,0.0970,0.0856,0.0856,0.0824,0.0977,0.5126,0.4978,2
0.7754,0.8729,0.0938,0.0938,0.0934,0.0904,0.0904,0.1166,0.0938,0.5199,0.4993,3
0.7891,0.8811,0.0918,0.0918,0.0914,0.0899,0.0899,0.1393,0.0918,0.4953,0.5331,4
0.7598,0.8607,0.0938,0.0938,0.0890,0.0959,0.0959,0.1271,0.0938,0.5180,0.5338,5
