Model,Raw,MI,MI+KMeansSMOTE,PCA,PCA+KMeansSMOTE,MI+PCA,MI+PCA+KMeansSMOTE
DNN,0.9708,0.9689,0.9713,0.9687,0.9721,0.9676,0.9691
