Model,Raw,MI,MI+KMeansSMOTE,PCA,PCA+KMeansSMOTE,MI+PCA,MI+PCA+KMeansSMOTE
DNN,0.9638,0.9598,0.9642,0.9604,0.9648,0.9643,0.9622
