Model,Raw,MI,MI+KMeansSMOTE,PCA,PCA+KMeansSMOTE,MI+PCA,MI+PCA+KMeansSMOTE
DNN,0.9455,0.9389,0.9498,0.9414,0.9470,0.9417,0.9421
