Model,Raw,MI,MI+KMeansSMOTE,PCA,PCA+KMeansSMOTE,MI+PCA,MI+PCA+KMeansSMOTE
DNN,0.0837,0.0634,0.1064,0.0721,0.1065,0.0814,0.0963
