Model,Raw,MI,MI+KMeansSMOTE,PCA,PCA+KMeansSMOTE,MI+PCA,MI+PCA+KMeansSMOTE
DNN,0.9991,0.9989,0.9990,0.9989,0.9989,0.9987,0.9986
