Model,Raw,MI,MI+KMeansSMOTE,PCA,PCA+KMeansSMOTE,MI+PCA,MI+PCA+KMeansSMOTE
DNN,0.0822,0.0641,0.0905,0.0762,0.0834,0.0761,0.0923
