Model,Raw,MI,MI+KMeansSMOTE,PCA,PCA+KMeansSMOTE,MI+PCA,MI+PCA+KMeansSMOTE
LSTM,0.5089,0.4971,0.4980,0.5237,0.4922,0.4872,0.4899
