binary_acc,binary_f1,multi_acc,accuracy,macro_f1,weighted_f1,f1,precision,recall,auc,binary_auc,fold
0.7852,0.8796,0.0840,0.0840,0.0834,0.0720,0.0720,0.1077,0.0840,0.5061,0.4659,1
0.7871,0.8806,0.0801,0.0801,0.0742,0.0675,0.0675,0.1041,0.0801,0.4991,0.4978,2
0.7871,0.8806,0.1016,0.1016,0.0996,0.0892,0.0892,0.1364,0.1016,0.5271,0.4865,3
0.7637,0.8636,0.1133,0.1133,0.0996,0.1087,0.1087,0.1260,0.1133,0.5000,0.5586,4
0.7969,0.8870,0.0898,0.0898,0.0850,0.0750,0.0750,0.0729,0.0898,0.5174,0.5321,5
