binary_acc,binary_f1,multi_acc,accuracy,macro_f1,weighted_f1,f1,precision,recall,auc,binary_auc,fold
0.7734,0.8702,0.0918,0.0918,0.0882,0.0942,0.0942,0.1252,0.0918,0.4918,0.4724,1
0.7734,0.8720,0.0977,0.0977,0.0944,0.0875,0.0875,0.0978,0.0977,0.5029,0.4943,2
0.7480,0.8526,0.1035,0.1035,0.0993,0.1088,0.1088,0.1319,0.1035,0.5304,0.5390,3
0.7539,0.8562,0.0957,0.0957,0.0874,0.1013,0.1013,0.1207,0.0957,0.5055,0.5011,4
0.7715,0.8687,0.0977,0.0977,0.0952,0.1070,0.1070,0.1433,0.0977,0.5324,0.5651,5
