binary_acc,binary_f1,multi_acc,accuracy,macro_f1,weighted_f1,f1,precision,recall,auc,binary_auc,fold
0.9861,0.9477,0.9647,0.9647,0.4585,0.9711,0.9711,0.9808,0.9647,0.9989,0.9992,1
0.9874,0.9525,0.9650,0.9650,0.4501,0.9710,0.9710,0.9812,0.9650,0.9990,0.9992,2
0.9872,0.9518,0.9656,0.9656,0.4587,0.9713,0.9713,0.9812,0.9656,0.9991,0.9993,3
0.9869,0.9508,0.9643,0.9643,0.4528,0.9712,0.9712,0.9820,0.9643,0.9989,0.9992,4
0.9869,0.9505,0.9657,0.9657,0.4711,0.9719,0.9719,0.9815,0.9657,0.9989,0.9992,5
