Model,Experiment,Preprocessing,MI,PCA,KMeansSMOTE,cv_accuracy,cv_precision,cv_recall,cv_f1,cv_auc
BiLSTM_SharedFE,Raw,Raw,No,No,No,0.1656,0.1207,0.1656,0.1184,0.5198
BiLSTM_SharedFE,MI,MI,Yes,No,No,0.1758,0.0864,0.1758,0.0871,0.5120
BiLSTM_SharedFE,MI+KMeansSMOTE,MI+KMeansSMOTE,Yes,No,Yes,0.1156,0.1342,0.1156,0.1170,0.5123
BiLSTM_SharedFE,PCA,PCA,No,Yes,No,0.1582,0.1095,0.1582,0.1118,0.5116
BiLSTM_SharedFE,PCA+KMeansSMOTE,PCA+KMeansSMOTE,No,Yes,Yes,0.1246,0.1249,0.1246,0.1231,0.5023
BiLSTM_SharedFE,MI+PCA,MI+PCA,Yes,Yes,No,0.1813,0.0738,0.1813,0.0843,0.5055
BiLSTM_SharedFE,MI+PCA+KMeansSMOTE,MI+PCA+KMeansSMOTE,Yes,Yes,Yes,0.1094,0.1340,0.1094,0.1097,0.5144
