Model,Raw,MI,MI+KMeansSMOTE,PCA,PCA+KMeansSMOTE,MI+PCA,MI+PCA+KMeansSMOTE
BiLSTM_SharedFE,0.1656,0.1758,0.1156,0.1582,0.1246,0.1813,0.1094
