Model,Raw,MI,MI+KMeansSMOTE,PCA,PCA+KMeansSMOTE,MI+PCA,MI+PCA+KMeansSMOTE
XGBoost,0.9387,0.9222,0.8962,0.8851,0.9358,0.9232,0.9361
