Model,Raw,MI,MI+KMeansSMOTE,PCA,PCA+KMeansSMOTE,MI+PCA,MI+PCA+KMeansSMOTE
XGBoost,0.9564,0.9429,0.8734,0.9124,0.9175,0.9435,0.9211
