binary_acc,binary_f1,multi_acc,accuracy,macro_f1,weighted_f1,f1,precision,recall,auc,binary_auc,fold
0.2129,0.0195,0.2051,0.2051,0.0343,0.0703,0.0703,0.0424,0.2051,0.5227,0.4763,1
0.2051,0.0000,0.2051,0.2051,0.0340,0.0698,0.0698,0.0421,0.2051,0.5087,0.5155,2
0.2051,0.0000,0.2051,0.2051,0.0340,0.0698,0.0698,0.0421,0.2051,0.4948,0.4871,3
0.2031,0.0000,0.2031,0.2031,0.0338,0.0686,0.0686,0.0413,0.2031,0.5414,0.5774,4
0.2051,0.0049,0.2031,0.2031,0.0338,0.0687,0.0687,0.0413,0.2031,0.5175,0.5376,5
