binary_acc,binary_f1,multi_acc,accuracy,macro_f1,weighted_f1,f1,precision,recall,auc,binary_auc,fold
0.9921,0.9684,0.9786,0.9786,0.4523,0.9750,0.9750,0.9767,0.9786,0.9995,0.9996,1
0.9923,0.9694,0.9789,0.9789,0.4650,0.9758,0.9758,0.9764,0.9789,0.9995,0.9997,2
0.9926,0.9702,0.9790,0.9790,0.4545,0.9753,0.9753,0.9777,0.9790,0.9995,0.9996,3
0.9917,0.9666,0.9785,0.9785,0.4511,0.9747,0.9747,0.9769,0.9785,0.9995,0.9996,4
0.9917,0.9667,0.9785,0.9785,0.4541,0.9747,0.9747,0.9764,0.9785,0.9995,0.9996,5
