Model,Experiment,Preprocessing,MI,PCA,KMeansSMOTE,cv_accuracy,cv_precision,cv_recall,cv_f1,cv_auc
DNN_MI_PCA_KMeans,Raw,Raw,No,No,No,0.1562,0.1025,0.1562,0.1140,0.5110
DNN_MI_PCA_KMeans,MI,MI,Yes,No,No,0.1773,0.1178,0.1773,0.1092,0.5154
DNN_MI_PCA_KMeans,MI+KMeansSMOTE,MI+KMeansSMOTE,Yes,No,Yes,0.0973,0.1238,0.0973,0.0998,0.5126
DNN_MI_PCA_KMeans,PCA,PCA,No,Yes,No,0.1605,0.1184,0.1605,0.1192,0.5066
DNN_MI_PCA_KMeans,PCA+KMeansSMOTE,PCA+KMeansSMOTE,No,Yes,Yes,0.1043,0.1133,0.1043,0.1042,0.5020
DNN_MI_PCA_KMeans,MI+PCA,MI+PCA,Yes,Yes,No,0.1766,0.1274,0.1766,0.1090,0.5177
DNN_MI_PCA_KMeans,MI+PCA+KMeansSMOTE,MI+PCA+KMeansSMOTE,Yes,Yes,Yes,0.1031,0.1240,0.1031,0.1023,0.5138
