binary_acc,binary_f1,multi_acc,accuracy,macro_f1,weighted_f1,f1,precision,recall,auc,binary_auc,fold
0.7891,0.8821,0.0801,0.0801,0.0778,0.0655,0.0655,0.0782,0.0801,0.5091,0.4803,1
0.7930,0.8845,0.0781,0.0781,0.0698,0.0614,0.0614,0.0533,0.0781,0.4926,0.4771,2
0.7949,0.8857,0.0918,0.0918,0.0852,0.0707,0.0707,0.0732,0.0918,0.5263,0.4619,3
0.7812,0.8767,0.0977,0.0977,0.0962,0.0914,0.0914,0.1127,0.0977,0.4908,0.4861,4
0.7656,0.8664,0.0996,0.0996,0.0947,0.0908,0.0908,0.1077,0.0996,0.5223,0.5106,5
