binary_acc,binary_f1,multi_acc,accuracy,macro_f1,weighted_f1,f1,precision,recall,auc,binary_auc,fold
0.4062,0.4722,0.1875,0.1875,0.0783,0.1170,0.1170,0.1126,0.1875,0.5156,0.5001,1
0.3770,0.4394,0.1738,0.1738,0.0762,0.1126,0.1126,0.1245,0.1738,0.5171,0.4986,2
0.3887,0.4360,0.1836,0.1836,0.0666,0.1054,0.1054,0.1094,0.1836,0.5232,0.5224,3
0.4219,0.5050,0.1660,0.1660,0.0727,0.1070,0.1070,0.1088,0.1660,0.5206,0.5256,4
0.3574,0.4029,0.1758,0.1758,0.0680,0.1038,0.1038,0.1336,0.1758,0.5005,0.5062,5
