Model,Raw,MI,MI+KMeansSMOTE,PCA,PCA+KMeansSMOTE,MI+PCA,MI+PCA+KMeansSMOTE
BiLSTM,0.4901,0.4905,0.5031,0.5061,0.4988,0.4971,0.4982
