Model,Raw,MI,MI+KMeansSMOTE,PCA,PCA+KMeansSMOTE,MI+PCA,MI+PCA+KMeansSMOTE
BiLSTM,0.8782,0.8118,0.8664,0.8608,0.8564,0.8595,0.8791
