Model,Raw,MI,MI+KMeansSMOTE,PCA,PCA+KMeansSMOTE,MI+PCA,MI+PCA+KMeansSMOTE
BiLSTM,0.1357,0.1218,0.0850,0.1403,0.1193,0.1352,0.1340
