Model,Raw,MI,MI+KMeansSMOTE,PCA,PCA+KMeansSMOTE,MI+PCA,MI+PCA+KMeansSMOTE
BiLSTM,0.1074,0.1074,0.0895,0.1008,0.0953,0.1098,0.0988
