Model,Raw,MI,MI+KMeansSMOTE,PCA,PCA+KMeansSMOTE,MI+PCA,MI+PCA+KMeansSMOTE
BiLSTM,0.0973,0.0953,0.0760,0.0981,0.0924,0.1023,0.0887
