binary_acc,binary_f1,multi_acc,accuracy,macro_f1,weighted_f1,f1,precision,recall,auc,binary_auc,fold
0.7754,0.8729,0.0938,0.0938,0.0926,0.0927,0.0927,0.1212,0.0938,0.5025,0.5082,1
0.7949,0.8850,0.0957,0.0957,0.0950,0.0917,0.0917,0.1860,0.0957,0.5227,0.5134,2
0.7891,0.8818,0.1035,0.1035,0.1021,0.0958,0.0958,0.1327,0.1035,0.5165,0.5183,3
0.7812,0.8767,0.0801,0.0801,0.0730,0.0718,0.0718,0.0960,0.0801,0.4948,0.5288,4
0.7891,0.8811,0.0879,0.0879,0.0859,0.0897,0.0897,0.1777,0.0879,0.5237,0.5604,5
