binary_acc,binary_f1,multi_acc,accuracy,macro_f1,weighted_f1,f1,precision,recall,auc,binary_auc,fold
0.2168,0.0430,0.2012,0.2012,0.0363,0.0724,0.0724,0.0524,0.2012,0.5041,0.5247,1
0.2090,0.0098,0.2051,0.2051,0.0341,0.0700,0.0700,0.0422,0.2051,0.5051,0.5002,2
0.2051,0.0000,0.2051,0.2051,0.0340,0.0698,0.0698,0.0421,0.2051,0.5199,0.5181,3
0.2031,0.0000,0.2031,0.2031,0.0338,0.0686,0.0686,0.0413,0.2031,0.5256,0.5548,4
0.2051,0.0049,0.2031,0.2031,0.0338,0.0687,0.0687,0.0413,0.2031,0.5081,0.5314,5
