binary_acc,binary_f1,multi_acc,accuracy,macro_f1,weighted_f1,f1,precision,recall,auc,binary_auc,fold
0.3516,0.3964,0.1719,0.1719,0.0529,0.0884,0.0884,0.0648,0.1719,0.4910,0.4922,1
0.3535,0.4057,0.1660,0.1660,0.0605,0.0947,0.0947,0.0939,0.1660,0.5245,0.5078,2
0.2480,0.1425,0.1953,0.1953,0.0494,0.0850,0.0850,0.1258,0.1953,0.5204,0.5089,3
0.3750,0.4139,0.1777,0.1777,0.0552,0.0926,0.0926,0.0718,0.1777,0.5168,0.5399,4
0.2480,0.1929,0.1680,0.1680,0.0427,0.0748,0.0748,0.0759,0.1680,0.5071,0.4807,5
