binary_acc,binary_f1,multi_acc,accuracy,macro_f1,weighted_f1,f1,precision,recall,auc,binary_auc,fold
0.5234,0.6336,0.1738,0.1738,0.0940,0.1296,0.1296,0.1365,0.1738,0.5144,0.5299,1
0.4199,0.5202,0.1387,0.1387,0.0601,0.0900,0.0900,0.0878,0.1387,0.5037,0.4936,2
0.5625,0.6809,0.1699,0.1699,0.0966,0.1316,0.1316,0.1402,0.1699,0.5341,0.5365,3
0.4648,0.5665,0.1523,0.1523,0.0628,0.0969,0.0969,0.0854,0.1523,0.4858,0.5320,4
0.4922,0.6108,0.1562,0.1562,0.0770,0.1111,0.1111,0.0975,0.1562,0.5198,0.5159,5
