binary_acc,binary_f1,multi_acc,accuracy,macro_f1,weighted_f1,f1,precision,recall,auc,binary_auc,fold
0.7285,0.8400,0.1035,0.1035,0.0911,0.0961,0.0961,0.1122,0.1035,0.5242,0.4823,1
0.7480,0.8516,0.1191,0.1191,0.0977,0.1074,0.1074,0.1651,0.1191,0.5054,0.4958,2
0.7949,0.8857,0.0918,0.0918,0.0768,0.0638,0.0638,0.0616,0.0918,0.5293,0.5182,3
0.6699,0.7942,0.1113,0.1113,0.0919,0.1072,0.1072,0.1100,0.1113,0.5196,0.5337,4
0.7832,0.8768,0.1113,0.1113,0.1024,0.1020,0.1020,0.1602,0.1113,0.5335,0.5373,5
