binary_acc,binary_f1,multi_acc,accuracy,macro_f1,weighted_f1,f1,precision,recall,auc,binary_auc,fold
0.7402,0.8473,0.1074,0.1074,0.1004,0.1101,0.1101,0.1264,0.1074,0.5092,0.5144,1
0.7129,0.8285,0.1055,0.1055,0.0979,0.1060,0.1060,0.1116,0.1055,0.4989,0.4752,2
0.7520,0.8562,0.1035,0.1035,0.0907,0.0980,0.0980,0.1102,0.1035,0.5107,0.4947,3
0.7090,0.8211,0.0977,0.0977,0.0882,0.1001,0.1001,0.1044,0.0977,0.4801,0.5413,4
0.7266,0.8361,0.1074,0.1074,0.0914,0.1068,0.1068,0.1138,0.1074,0.5110,0.5129,5
