binary_acc,binary_f1,multi_acc,accuracy,macro_f1,weighted_f1,f1,precision,recall,auc,binary_auc,fold
0.7461,0.8526,0.1035,0.1035,0.0971,0.1015,0.1015,0.1197,0.1035,0.5133,0.4990,1
0.7383,0.8442,0.1230,0.1230,0.1141,0.1278,0.1278,0.1484,0.1230,0.5066,0.5148,2
0.6992,0.8162,0.1230,0.1230,0.1115,0.1244,0.1244,0.1357,0.1230,0.5148,0.5159,3
0.7461,0.8506,0.1270,0.1270,0.1216,0.1301,0.1301,0.1460,0.1270,0.5163,0.5253,4
0.7539,0.8575,0.1016,0.1016,0.0944,0.1013,0.1013,0.1214,0.1016,0.5104,0.5294,5
